#NAMES	IB1	IB2	IB3	IB4	IB5	IB6	IB7	IB8	IB9	IB10
b1550	-0.532000	-0.697000	-0.379000	-0.272000	-0.546000	-0.386000	-0.076000	-0.258000	-0.140000	-0.163000
b1550	-0.400000	-0.352000	-0.093000	-0.012000	-0.418000	-0.393000	-0.091000	-0.057000	-0.060000	0.005000
pphA	0.340000	-0.277000	0.130000	0.122000	0.091000	0.333000		0.180000	0.158000	0.068000
pphA	0.283000	0.327000	0.198000	0.411000	0.217000	0.184000		0.144000	0.173000	0.124000
relF	0.074000	0.185000	-0.239000	-0.212000	-0.032000	-0.061000	-0.138000	-0.195000	-0.064000	-0.156000
relF	0.021000	0.163000	0.014000	0.131000	-0.047000	-0.070000	-0.109000	-0.132000	-0.169000	-0.013000
eda	0.205000	0.200000	0.034000	-0.039000	0.058000	0.164000	0.006000	0.003000	-0.094000	-0.009000
eda	0.096000	0.333000	0.089000	0.134000	0.008000	0.087000	0.107000	0.013000	-0.049000	-0.064000
sodC	0.229000	0.193000	0.046000	0.115000		-0.225000	0.144000	0.114000	0.151000	0.074000
sodC	0.371000	0.401000	0.235000	0.343000		0.163000	0.223000	0.163000	0.152000	0.217000
spy	1.145000	0.590000					1.972000			
spy	1.105000	1.215000					1.911000			
purR	-0.093000	-0.243000	-0.349000	-0.350000	-0.133000	-0.206000		-0.221000	-0.102000	-0.040000
purR	-0.066000	-0.101000	-0.206000	0.008000	-0.459000	-0.240000		-0.238000	-0.122000	-0.078000
b1755	0.021000	-0.012000	0.184000	0.129000			-0.019000	-0.022000	-0.175000	-0.208000
b1755	0.054000	0.047000	0.188000	0.280000			-0.050000	0.041000	-0.328000	-0.163000
b1551			-0.453000	-0.178000						
b1551			-0.089000	0.018000						
b1839		-0.516000	-0.103000	-0.196000	0.132000	0.205000	-0.084000	-0.049000		-0.251000
b1839		-0.080000	-0.063000	0.017000	0.178000	-0.115000	-0.015000	-0.136000		-0.136000
relE	-0.310000	-0.325000	-0.038000	-0.041000			-0.084000	-0.105000	0.025000	-0.006000
relE	0.097000	0.129000	0.030000	0.071000			0.026000	-0.048000	0.107000	0.133000
edd			-0.464000	-0.122000	1.345000	1.307000		0.411000	-0.135000	
edd			0.144000	-0.040000	0.227000	0.292000		0.025000	-0.022000	
b1647	-0.689000	-0.780000	-0.275000	-0.197000				-0.053000	-0.184000	0.062000
b1647	0.387000	0.073000	-0.082000	0.036000			-0.003000	0.067000	-0.026000	0.051000
ydjS	-0.357000	-0.454000	-0.240000	-0.326000				0.014000		
ydjS	0.198000	0.118000	-0.012000	-0.062000				-0.068000		
ydhB	-0.122000	-0.002000	0.090000	0.014000	0.012000	-0.433000	-0.075000	0.101000	-0.146000	-0.180000
ydhB	0.238000	0.095000	0.134000	0.191000	-0.220000	-0.192000	-0.050000	0.025000	-0.231000	-0.115000
b1756	-0.454000	-0.126000	-0.086000	-0.068000	1.473000		0.154000	0.054000		
b1756	0.029000	0.096000	0.093000	0.026000	0.862000		0.024000	0.140000		
cspI	-0.473000	-1.025000	-0.258000	-0.211000	-0.140000	-0.260000	0.034000	0.105000	0.066000	-0.027000
cspI	-0.081000	-0.154000	0.014000	0.085000	-0.158000	-0.033000	0.166000	-0.090000	0.126000	0.053000
b1840	0.003000	0.032000	-0.223000	-0.205000	-0.287000	-0.294000	0.020000	-0.141000	-0.109000	-0.173000
b1840	-0.001000	0.068000	-0.012000	0.092000	-0.101000	-0.274000	-0.022000	-0.116000	-0.081000	-0.125000
relB	0.251000	0.234000	-0.037000	-0.103000	-0.073000		0.203000	0.179000	-0.028000	0.005000
relB	0.215000	0.289000	0.131000	0.238000	-0.062000	0.009000	0.228000	0.207000	0.041000	-0.004000
zwf	0.187000	0.259000	0.007000	-0.006000	0.020000	0.094000	0.219000	0.106000	0.111000	0.135000
zwf	0.239000	0.355000	0.153000	0.192000	-0.028000	0.115000	0.172000	0.205000	0.173000	0.133000
b1648	0.124000	0.112000	0.069000	0.035000			0.036000	0.018000	-0.009000	-0.122000
b1648	0.082000	0.103000	0.139000	0.365000			-0.103000	-0.050000	-0.003000	-0.079000
b1745	0.350000	0.176000	0.012000	0.074000		0.845000	0.050000	0.024000	-0.120000	-0.044000
b1745	0.399000	0.283000	0.216000	0.307000		0.181000	0.430000	0.185000	0.097000	0.044000
ydhC	0.031000	0.010000	-0.052000	-0.066000	-0.194000	-0.210000	-0.182000	-0.025000	-0.112000	-0.171000
ydhC	0.023000	0.091000	0.127000	0.300000	-0.118000	0.037000	-0.068000	-0.013000	-0.047000	-0.086000
b1757	0.198000	0.020000	0.069000	0.047000				0.174000	0.022000	0.030000
b1757	0.294000	0.281000	0.120000	0.215000				0.014000	-0.008000	0.034000
b1553		-0.836000	-0.206000	-0.228000					-0.558000	
b1553		0.170000	0.014000	-0.074000					0.313000	
b1841	-0.005000	-0.207000	-0.140000	-0.191000				0.045000	-0.151000	-0.082000
b1841	0.064000	0.270000	-0.006000					0.044000	0.007000	0.007000
b1565	-0.662000	-0.527000	-0.399000	-0.270000						
b1565	-0.329000	-0.168000	-0.013000	-0.080000						
yebK	0.161000	0.168000	-0.175000	-0.191000	0.090000	-0.525000	0.206000	0.027000	-0.089000	
yebK	0.144000	0.191000	0.078000	0.045000	-0.013000	0.002000	0.129000	0.133000	0.059000	
b1649			0.045000	-0.024000	-0.025000	-0.414000	0.171000	-0.056000	-0.044000	-0.155000
b1649			0.120000	0.237000	-0.154000	-0.194000	0.149000	0.094000	0.061000	-0.027000
b1746	-0.201000		-0.065000	-0.211000				0.165000	-0.026000	
b1746	0.277000		-0.089000	-0.113000				0.449000	-0.074000	
cfa	0.241000	0.224000	0.026000	0.020000	0.376000	0.391000	0.222000	0.247000	0.298000	0.376000
cfa	0.393000	0.423000	0.184000	0.240000	0.330000	0.251000	0.179000	0.143000	0.287000	0.421000
b1758	0.165000	-0.113000	-0.050000	-0.104000	0.066000	0.126000	0.185000	-0.030000	0.106000	
b1758	0.223000	0.030000	0.151000	0.003000	0.197000	0.552000	0.065000	0.067000	0.019000	
b1554	-0.689000		-0.460000	-0.228000			0.258000		-0.097000	-0.326000
b1554	-0.053000		-0.033000	0.052000			-0.169000		-0.024000	-0.089000
holE	0.023000	0.002000	-0.201000	-0.128000	-0.028000	0.031000	0.267000	0.082000	0.115000	0.102000
holE	0.062000	0.189000	0.106000	0.139000	0.054000	0.046000	0.279000	0.171000	0.164000	0.201000
flxA	0.156000	-0.194000	-0.117000	-0.091000				0.729000	0.034000	0.075000
flxA	0.116000	0.138000	0.143000	0.261000				-0.049000	0.454000	0.059000
pykA	0.213000	0.316000	0.046000	-0.057000	0.157000	0.367000	0.142000	0.161000	0.149000	0.240000
pykA	0.255000	0.359000	0.105000	0.082000	0.281000	0.316000	0.137000	0.168000	0.153000	0.161000
nemA	0.140000	0.189000	-0.094000	-0.082000	-0.347000	0.078000	0.050000	0.065000	-0.089000	-0.134000
nemA	0.129000	0.156000	0.032000	0.168000	0.146000	-0.074000	0.064000	-0.011000	-0.038000	-0.102000
b1747	0.228000	0.080000	-0.158000	-0.190000		0.658000		-0.002000		
b1747	0.206000	-0.049000	-0.049000	0.131000		-0.094000		-0.188000		
ribE	0.160000	0.001000	-0.136000	-0.187000		0.125000	0.092000	-0.130000	0.044000	0.112000
ribE	0.151000	0.183000	0.128000	0.206000		-0.022000	-0.011000	-0.077000	0.217000	0.071000
b1759	0.138000	0.170000	-0.069000	-0.079000	0.211000	0.142000	0.036000	0.081000	0.103000	0.359000
b1759	0.165000	0.269000	0.034000	0.195000	0.154000	0.447000	0.019000	0.053000	0.280000	0.060000
b1555	-1.013000			-0.149000						
b1555	-0.147000			0.139000						
b1843	0.072000	-0.496000	0.092000	-0.016000			0.326000	0.162000	-0.235000	-0.101000
b1843	0.255000	0.148000	-0.040000	-0.057000			0.148000	0.165000	0.136000	0.097000
b1567	-0.050000			-0.157000						
b1567	0.345000			-0.044000						
msbB		-0.121000		-0.098000	-0.128000	-0.364000	0.002000	-0.178000	-0.204000	-0.678000
msbB		0.067000		0.051000	0.166000	0.211000	-0.066000	-0.054000	-0.239000	-0.062000
gloA	-0.058000		-0.173000	-0.182000			0.075000	-0.001000	-0.007000	0.064000
gloA	0.227000		0.046000	0.039000			0.036000	0.063000	0.124000	0.149000
cstC	0.198000	-0.151000	-0.227000	-0.394000				-0.418000		-0.090000
cstC	0.048000	0.273000	-0.195000	-0.116000				0.019000		-0.224000
ydhE	-0.016000	0.306000	-0.034000	-0.112000		1.094000	-0.064000	0.055000	0.100000	0.191000
ydhE	0.389000	0.406000	0.103000	0.076000		0.032000	0.027000	0.160000	-0.018000	0.142000
b1760	0.002000	-0.003000	0.074000	-0.035000			0.589000	0.023000	0.018000	-0.136000
b1760	0.254000	0.266000	0.160000	0.034000			0.270000	0.212000	-0.149000	0.255000
b1556			0.222000	-0.215000			-0.331000	-0.137000	0.057000	-0.301000
b1556			-0.080000	-0.016000			-0.228000	-0.165000	-0.031000	-0.108000
b1844	0.204000	0.049000	0.022000	0.100000	0.298000	0.240000		0.187000	0.209000	0.227000
b1844	0.276000	0.287000	0.185000	0.324000	0.230000	0.244000		0.238000	0.199000	0.269000
b1568	0.131000	0.066000		0.006000	0.027000	-0.137000	0.231000	0.171000	0.138000	0.078000
b1568	0.197000	0.229000		0.295000	-0.099000	-0.102000	0.243000	0.191000	0.078000	0.112000
yebA	0.197000	0.229000	0.109000	0.011000	0.133000	0.277000	0.090000	0.061000	0.132000	0.103000
yebA	0.201000	0.360000	0.219000	0.202000	0.255000	0.296000	0.083000	0.078000	0.133000	0.113000
rnt	0.042000	0.121000	-0.354000	-0.340000			-0.118000	-0.090000	0.222000	0.243000
rnt	0.049000	0.013000	-0.145000	-0.091000			-0.156000	-0.199000	0.298000	-0.044000
xthA	0.127000	0.003000	-0.282000	-0.254000			-0.213000		0.056000	-0.144000
xthA	-0.099000	-0.070000	-0.150000	-0.115000			-0.146000		-0.075000	-0.324000
b1664	0.258000	-0.034000	0.094000		-0.224000	-0.037000	0.185000	0.144000	-0.034000	0.147000
b1664	0.247000	0.198000	0.275000		0.136000	0.064000	0.230000	0.179000	0.110000	0.127000
gdhA	-0.249000	-0.256000	-0.317000	-0.340000	-0.133000	-0.125000	-0.414000	-0.431000	-0.342000	-0.268000
gdhA	-0.269000	-0.160000	-0.329000	-0.223000	-0.073000	-0.050000	-0.376000	-0.387000	-0.322000	-0.278000
cspB		-0.402000	-0.507000	-0.601000	-0.428000	-0.485000	-0.359000	-0.324000	-0.112000	-0.142000
cspB		-0.164000	-0.433000	-0.402000	-0.363000	-0.325000	-0.294000	-0.275000	-0.038000	0.009000
ptrB	-0.243000	-0.597000	-0.027000	-0.194000			-0.129000	-0.063000	-0.131000	-0.226000
ptrB	0.214000	0.103000	0.053000	0.135000			0.008000	-0.081000	-0.042000	0.004000
dicC	0.097000	-0.081000	-0.093000	0.071000						
dicC	0.206000	-0.437000	0.132000	0.173000						
yebL	-0.024000	0.100000	-0.289000	-0.257000	0.122000		0.046000	-0.067000	-0.086000	
yebL	0.014000	0.124000	-0.120000	-0.092000	-0.036000		0.060000	-0.074000	0.071000	
lhr	-0.216000	-0.431000	0.015000	-0.007000	-0.219000	-0.722000	0.231000	-0.018000	-0.155000	-0.034000
lhr	0.040000	0.016000	0.103000	0.139000	-0.116000	-0.167000	0.164000	0.056000	0.128000	0.136000
ydjX	-0.070000	-0.959000	0.051000	-0.019000				-0.157000	-0.579000	
ydjX	0.153000	-0.173000	-0.111000	0.057000				-0.132000	-0.262000	
b1667		0.129000	-0.026000	-0.128000	-0.115000	0.103000	0.242000	0.177000	0.039000	0.175000
b1667		0.171000	0.145000	0.216000	-0.163000	-0.079000	0.225000	0.220000	0.081000	0.152000
b1762	-0.387000		-0.412000	-0.190000						
b1762	0.038000		0.144000	-0.118000						
cspF	-0.791000	-1.113000	-0.879000	-0.909000	-1.118000		-0.916000	-1.050000	-0.665000	-0.635000
cspF	-0.890000	-0.670000	-0.553000	-0.678000	-0.881000		-0.939000	-0.935000	-0.608000	-0.597000
yebE	0.465000	0.108000	0.162000		0.461000	0.350000				
yebE	0.690000	0.711000	0.314000		0.402000	0.360000				
dicA	0.072000	0.033000	-0.282000	-0.266000	0.044000	0.297000	-0.059000	-0.053000	0.631000	0.308000
dicA	0.070000	0.207000	-0.159000	0.041000	0.229000	-0.017000	-0.061000	-0.006000	0.726000	0.321000
yebM	0.250000	0.200000	-0.181000	-0.222000	-0.080000	0.183000	0.024000	-0.063000	0.331000	0.044000
yebM	0.192000	0.315000	0.012000	0.055000	0.195000	0.047000	0.038000	0.069000	0.079000	-0.033000
ydhD	0.066000	0.226000	-0.220000	-0.235000		-0.040000	-0.153000	-0.180000	0.166000	0.223000
ydhD	0.084000	0.169000	-0.036000	0.094000		-0.021000	-0.136000	-0.112000	0.323000	0.272000
ydjY	0.170000	0.128000		0.022000	-0.139000	-0.258000	0.027000	0.015000	-0.026000	0.076000
ydjY	0.185000	0.233000		0.305000	0.022000	-0.106000	0.074000	0.105000	0.167000	0.068000
b1668	0.399000		-0.024000	-0.081000		0.213000	0.073000	0.097000	0.279000	0.247000
b1668	0.394000		0.156000	0.298000		0.362000	0.098000	0.183000	0.177000	0.258000
topB	0.145000	0.120000	-0.085000	-0.188000	-0.090000	0.102000	-0.042000	0.025000	0.056000	-0.040000
topB	0.088000	0.261000	-0.016000	0.052000	0.029000	-0.012000	-0.036000	-0.063000	0.022000	0.030000
b1559	-0.398000	-0.070000	-0.108000	-0.107000				0.502000		
b1559	0.129000	0.385000	0.114000	0.135000				0.019000		
yebF	-0.172000	-0.380000		-0.390000			-0.189000		-0.269000	-0.191000
yebF	-0.014000	0.197000		-0.110000					0.020000	0.170000
ydfA	-0.324000	-0.202000	-0.436000	-0.355000						
ydfA	0.096000	0.093000	-0.134000	-0.291000						
yebI		-0.118000	-0.362000	-0.290000	0.086000	-0.502000	-0.296000	-0.080000	-0.168000	-0.063000
yebI		0.071000	-0.181000	-0.136000	0.017000	0.048000	0.066000	0.048000	0.211000	0.087000
ydhO	-0.443000		-0.078000	-0.152000				-0.078000	-0.048000	0.048000
ydhO	-0.096000		0.049000	0.062000				-0.053000	0.070000	0.170000
ydjZ	-0.036000	-0.414000	0.094000	0.005000	0.101000	0.678000	-0.165000	0.090000	-0.341000	-0.175000
ydjZ	0.198000	-0.076000	0.068000	0.112000	-0.234000	0.094000	0.227000	0.062000	0.157000	-0.227000
b1669	-0.139000	0.006000	0.034000	-0.010000	0.244000		0.092000	0.059000		-0.030000
b1669	0.157000	0.039000	0.083000	0.074000	0.074000		0.052000	0.055000		0.056000
selD	-0.006000	0.091000	-0.201000	-0.264000	0.057000	0.160000	0.020000	-0.052000	0.191000	
selD	0.057000	0.173000	-0.102000	-0.036000	-0.042000	0.136000	0.030000	0.029000	0.529000	
b1560	-0.136000		0.043000	0.062000	-0.169000	-0.019000	0.140000	0.125000	0.047000	0.083000
b1560	-0.168000		0.192000	0.277000	-0.006000	-0.016000	0.267000	0.088000	0.096000	0.119000
yebG	0.082000	0.135000		-0.374000	-0.148000	-0.187000	-0.119000	-0.224000	0.124000	0.071000
yebG	0.006000	0.182000		-0.057000	-0.017000	-0.175000	-0.116000	-0.115000	0.116000	0.174000
ydfB	0.061000	-0.662000		-0.326000				-0.034000	0.204000	0.051000
ydfB	-0.257000	-0.446000		0.043000				-0.020000	0.384000	0.259000
ruvB	0.251000	0.198000	-0.016000	-0.203000	-0.013000	0.252000	0.070000	0.088000	0.126000	0.058000
ruvB	0.231000	0.286000	-0.012000	-0.007000	-0.003000	0.009000	0.135000	0.116000	0.137000	0.110000
sodB	0.327000	0.466000	-0.059000	0.035000	0.122000	-0.009000	0.098000	0.117000	0.350000	0.401000
sodB	0.200000	0.392000	0.125000	0.255000	0.078000	0.063000	0.090000	0.119000	0.331000	0.425000
ynjA	0.169000	0.192000			-0.229000	-0.166000	0.002000	-0.161000		0.047000
ynjA	0.276000	0.312000			0.148000	0.281000	-0.242000	-0.027000		0.357000
ydhU	0.184000	0.004000	0.038000	0.050000			-0.067000	0.085000	0.172000	0.035000
ydhU	0.132000	0.192000	0.179000	0.394000			0.282000	0.086000	0.059000	0.117000
ydjA	0.086000	0.110000	-0.049000	-0.101000	-0.007000	0.033000	0.159000	0.106000	0.299000	0.281000
ydjA	0.022000	0.164000	0.111000	0.213000	0.056000	0.091000	0.126000	0.091000	0.269000	0.273000
ydfC		-0.126000	-0.170000	-0.062000						
ydfC		0.278000	0.150000	0.062000						
ruvA	-0.064000	-0.323000	-0.034000	-0.097000	0.023000	0.087000	0.108000	0.040000		-0.122000
ruvA	0.063000	0.075000	0.121000	0.171000	0.048000	-0.065000	0.194000	0.183000		0.039000
b1586	0.379000	0.575000	0.015000	0.092000				0.061000		0.348000
b1586	0.537000	0.966000	0.190000	0.293000				0.163000		0.534000
yecK		-0.457000		-0.087000						
yecK		0.091000		-0.220000						
b1671	-0.639000	-0.710000	0.160000	0.224000			0.642000	0.344000	-0.186000	-0.218000
b1671	-0.274000	0.097000	0.285000	0.410000			0.346000	0.236000	-0.018000	-0.019000
sppA	0.159000	-0.071000	-0.201000	-0.257000			-0.048000	-0.160000	-0.318000	-0.341000
sppA	0.240000	0.276000	-0.047000	-0.092000			-0.035000	-0.016000	-0.138000	-0.212000
ynhE	-0.350000	-0.076000	-0.220000	-0.331000			-0.105000	-0.135000	-0.171000	-0.050000
ynhE	-0.140000	0.020000	-0.099000	-0.122000			-0.034000	-0.032000	0.010000	-0.055000
yeaA	-0.396000	-0.402000	-0.588000		-0.213000	-0.276000	-0.251000	-0.320000	-0.327000	-0.259000
yeaA	-0.516000	-0.336000	-0.387000		-0.398000	-0.268000	-0.181000	-0.254000	-0.328000	-0.250000
dicB	-0.214000	-0.986000	-0.446000	-0.076000			-0.043000	-0.008000		-0.397000
dicB	0.156000	-0.050000	-0.177000	0.091000			-0.074000	-0.158000		-0.281000
yebB	0.276000	0.052000	0.176000	0.356000			0.475000	0.102000	-0.231000	-0.136000
yebB	0.235000	0.191000	0.362000	0.464000			0.388000	0.044000	0.051000	-0.033000
b1587			0.064000	-0.109000				0.806000	0.246000	
b1587			0.168000	0.241000				0.509000	0.202000	
cutC	0.180000	0.044000	-0.063000	-0.093000	0.305000	0.055000	0.175000	0.089000	0.477000	0.439000
cutC	0.189000	0.087000	0.090000	0.013000	-0.090000	0.183000	0.040000	0.191000	0.457000	-0.039000
b1672	0.009000	0.379000		-0.085000			-0.421000		0.218000	
b1672	-0.044000	0.374000		0.252000			-0.338000		0.375000	
ansA	-0.225000	0.117000	-0.264000			-0.012000	-0.285000	-0.165000	-0.235000	-0.161000
ansA	-0.143000	-0.101000	-0.058000			-0.128000	-0.257000	-0.298000	-0.154000	-0.163000
ydiC	-0.122000	-0.087000	-0.184000	-0.189000			-0.035000	-0.013000	-0.062000	-0.075000
ydiC	-0.153000	-0.011000	0.002000	0.130000			0.037000	0.038000	-0.043000	-0.034000
gapA	0.233000	0.293000		-0.081000	0.123000	0.173000	0.027000	0.037000	0.607000	0.553000
gapA	0.184000	0.349000		0.144000	0.142000	0.234000	0.056000	0.080000	0.504000	0.549000
ydfD			0.133000	-0.056000						
ydfD			0.177000	0.079000						
ruvC	0.029000	-0.076000	-0.004000	0.047000	0.215000	-0.115000	0.163000	0.079000		
ruvC	0.122000	0.054000	0.178000	0.186000	-0.062000	-0.026000	0.212000	0.081000		
b1588	-0.102000	0.033000	-0.414000	-0.195000						
b1588	0.198000	0.049000	-0.005000	-0.308000						
yecM	0.421000	0.215000		-0.173000				0.243000	-0.203000	
yecM	0.416000	0.230000		-0.108000				0.035000	0.037000	
b1673	-1.208000		-0.359000							
b1673	-0.539000		-0.050000							
ydjB				-0.607000		-0.267000	-0.214000	-0.359000	-0.331000	-0.631000
ydjB				-0.266000		0.303000	-0.283000	-0.227000	-0.077000	-0.231000
b1685	0.085000	0.260000	0.095000	0.007000	0.384000	0.446000	0.124000	0.129000	0.415000	0.550000
b1685	0.222000	0.344000	0.028000	0.078000	0.467000	0.459000	0.069000	0.083000	0.347000	0.525000
yeaD	-0.029000	0.062000		-0.188000	0.213000	0.336000	-0.021000	-0.045000	0.048000	0.051000
yeaD	0.026000	0.104000		-0.022000	-0.063000	0.050000	0.127000	0.024000	-0.007000	0.100000
ydfE	-0.057000	-0.334000	-0.077000	-0.115000			0.418000	0.073000	0.089000	0.042000
ydfE	0.117000	0.149000	-0.011000	0.170000			0.188000	0.091000	0.052000	0.048000
yebC	0.051000	0.035000	-0.285000	-0.168000	-0.224000	-0.154000	-0.095000	-0.192000	-0.432000	-0.405000
yebC	-0.008000	0.051000	-0.115000	0.030000	-0.181000	-0.070000	-0.149000	-0.175000	-0.386000	-0.359000
b1589	0.042000	-0.070000		-0.003000	-0.111000	0.742000	0.083000	0.240000	0.034000	0.110000
b1589	0.062000	0.046000		0.271000	0.032000	0.061000	0.255000	0.200000	0.022000	0.015000
argS	-0.202000	-0.190000	-0.559000	-0.516000	0.020000	-0.232000	-0.452000	-0.301000	-0.213000	-0.229000
argS	-0.310000	-0.143000	-0.327000	-0.432000	-0.308000	-0.424000	-0.306000	-0.301000	-0.168000	-0.202000
b1674	0.334000	0.186000	-0.037000	-0.007000				0.173000	-0.276000	-0.429000
b1674	0.335000	0.002000	-0.004000	0.173000				0.086000	-0.243000	-0.258000
ydjE	0.440000	0.442000	0.112000							0.061000
ydjE	0.381000	0.194000	0.169000							0.016000
b1686	0.083000	0.137000	-0.223000	-0.130000	-0.157000	0.021000	-0.042000	-0.043000	0.198000	0.254000
b1686	0.063000	0.228000	0.032000	0.112000	-0.063000	-0.105000	-0.005000	-0.076000	0.315000	0.176000
b1781	0.210000	0.022000	0.001000		-0.069000	0.023000	0.192000	0.174000	0.051000	0.152000
b1781	0.217000	0.047000	0.187000		-0.047000	-0.010000	0.217000	0.208000	0.063000	0.118000
b1578	-0.395000	-0.186000	-0.134000	-0.233000			0.376000	0.064000	0.074000	-0.258000
b1578	0.232000	0.297000	-0.002000	0.037000			-0.044000	0.003000	0.271000	0.115000
ntpA	-0.413000		-0.432000	-0.438000			-0.489000	-0.198000	-0.468000	-0.322000
ntpA	0.044000		-0.227000	-0.214000			-0.214000	0.008000	-0.075000	-0.230000
b1590	0.293000	0.356000	0.179000	-0.135000						
b1590	0.413000	0.280000	-0.032000	-0.015000						
yecT	-0.222000		-0.874000	-0.574000						
yecT	-0.097000		-0.408000	-0.281000						
b1675			0.059000	-0.086000				-0.038000		
b1675			0.154000	0.227000				-0.060000		
b1770	-0.339000	-0.423000	-0.044000	-0.255000			0.302000		0.138000	-0.066000
b1770	0.213000	0.043000	0.050000	0.062000			0.028000		0.222000	0.033000
ydiJ	-0.133000	0.083000	-0.022000	-0.144000	0.088000	0.117000	-0.033000	0.010000	0.092000	0.087000
ydiJ	0.110000	0.176000	-0.047000	-0.076000	0.346000	0.126000	-0.009000	-0.062000	0.094000	0.111000
yeaF	-0.066000	-0.156000	-0.503000	-0.554000	-0.433000	-0.507000	-0.330000	-0.388000	-0.267000	-0.197000
yeaF	-0.202000	-0.096000	-0.257000	-0.474000	-0.355000	-0.413000	-0.356000	-0.321000	-0.232000	-0.171000
b1579	-0.251000		-0.280000	-0.378000			0.234000	0.023000	0.098000	
b1579	0.422000		-0.060000	-0.114000			-0.158000	-0.289000	-0.112000	
aspS	0.068000	0.050000	-0.106000	-0.165000	-0.243000	-0.195000	-0.068000	-0.213000	-0.172000	-0.143000
aspS	0.002000	0.097000	0.026000	0.077000	-0.097000	-0.151000	-0.108000	-0.105000	-0.110000	-0.130000
b1591	0.272000	0.098000	-0.030000	-0.118000	0.658000	0.763000	0.192000	-0.029000		0.068000
b1591	0.261000	0.290000	0.035000	0.059000	-0.078000	0.266000		0.077000		0.108000
flhE	0.044000	-0.081000	0.110000		-0.145000	-0.012000	0.049000	0.104000	0.026000	-0.010000
flhE	0.009000	-0.068000	0.189000		-0.236000	-0.109000	0.170000	0.139000	-0.013000	0.024000
