647	-0.178	31	9	277	45
615	null	15	8	61	37
583	0.32	126.5	7	747	59
551	null	13	6	74	37
519	0.227	18	7	396	43
487	null	57.5	6	301	40
455	null	63	8	601.5	45
423	null	10	6	123	45
391	null	13.5	7	88	41
359	null	13	7	35.5	35
327	-1.474	342	8	105	37
295	null	13	8	57	42.5
263	null	18.5	10	84	45
231	null	18	9	77	44
199	0.054	435	10	1075	52
167	null	28	8	90.5	37
135	-0.211	200	8	406	48
103	null	17	7	73	45
71	null	14	8	61	43
39	null	33	9	129	43
7	null	16	8	68	42
1319	-0.117	56.5	7	345	45
1287	null	36	7	361	36
1255	-0.06	601	6	1174.5	49
1223	null	8	5	77	48.5
1191	-0.156	30.5	6	289.5	45
1159	-0.476	632	6	484	45
1127	-0.948	1992	8	541	45
1095	-0.769	1169	7	461	39
1063	-1.033	1115	8	257	41
1031	null	1097	9	123	37
999	-0.334	530	8	551	43
967	-1.485	634	13	117	40
935	null	14	10	99	43
903	null	15	9	108	45
871	null	15	7	84	42.5
839	-0.202	727	9	1043	61
807	null	11	6	77	36
775	null	15	8	122.5	45
743	null	13	9	162	42
711	null	13	8	116	45
679	0.478	23	9	579	53
1991	-0.363	5316	10	5518	80.5
1959	-0.317	470.5	8	515	45
1927	-0.365	263	8	362	53
1895	-0.16	233	7	461	53
1863	null	14	7	113	41
1831	0.558	29	7	697	49
1799	0.499	21	7	594.5	53
1767	0.49	12	7	424	41.5
1735	0.095	669	8	1906	57
1703	-0.221	15547.5	15.5	22737	130.5
1671	-0.275	1195	7	1491	56
1639	-0.664	889	13	451	51
1607	-0.53	2279	11	1594	58.5
1575	null	46	8	147	51
1543	-0.012	496.5	9	1089	75
1511	-0.361	294	7	370	45
1479	-0.138	41	8	309	42
1447	-0.033	240	10	565	57
1415	null	24	9	107	45
1383	-0.317	457	8	503	45
1351	0.021	34.5	8	369	51
2663	null	14	9	69	59
2631	-0.256	26	8	249	49
2599	null	20	8	145.5	49
2567	null	30.5	7	381	42
2535	0.202	254	7	881	50
2503	0.044	48	7	406	45
2471	null	11	7	102	42
2439	0.021	16	7	263	37
2407	null	14	6	104	40
2375	-0.079	71	9	389	56
2343	null	43	8	617	53
2311	null	19	11	135	53
2279	-0.414	286	9	340	45
2247	null	18	9	143	51
2215	0.259	68.5	9	599	67.5
2183	null	25	8	100	51
2151	null	12.5	6	109	48
2119	null	15	9	101.5	56
2087	null	11	9	73	49
2055	null	14	8	125	49
2023	null	82	9	220.5	48.5
3335	null	14	7	163	44
3303	-0.203	22	6	253	43
3271	null	19	8	108	45
3239	-0.168	87	9	352.5	43
3207	-0.086	207	6	484	45
3175	-0.204	279	7	456	45
3143	-0.089	244	7	517	49
3111	-0.135	43	7	314	41
3079	null	7	7	54.5	37
3047	null	15	7	135	42
3015	null	27	8	149	45
2983	null	51	8	301	37
2951	-0.123	335.5	8	582.5	50
2919	-0.219	386.5	8	532.5	45
2887	-0.275	282	8	421	55
2855	-0.265	105.5	9	343	60
2823	-0.102	62	8.5	357	45
2791	0.07	63	8	461	61
2759	-0.009	32.5	7	351	48.5
2727	null	21	8	337	58
2695	-0.208	57	9	314.5	52
4007	null	20	8	141	39
3975	null	17.5	7	290	45
3943	null	19	7	186	49.5
3911	null	21	9	146	43
3879	-0.126	25	7	282.5	43
3847	-0.093	19	6	276	41.5
3815	null	53	7	157	51
3783	null	25	7	185.5	39
3751	-0.024	13	7	225.5	37
3719	0.099	215	7	658	49
3687	null	15	8	105	41
3655	null	13	8	76	41
3623	-0.078	108	9	415.5	45
3591	0.237	209.5	9	829	61
3559	null	16	8	189	75.5
3527	null	19	8	196	49
3495	0.152	111	9	587	71
3463	0.205	453.5	7	1613	57
3431	null	11.5	7	120	51
3399	null	8	8	102	49
3367	-0.251	211	8	396	53
4679	-0.063	368	7	716	58.5
4647	null	31	7	387	55
4615	0.08	32	7	387.5	46.5
4583	null	17	7	108	40
4551	-0.039	29	6	328	44
4519	0.043	312.5	6	773	59
4487	-0.363	125	7	295	37
4455	-0.732	1135	8	495	49
4423	null	17	7	150.5	40
4391	-0.077	74	6	391	50
4359	0.176	27	7	417	45
4327	-0.129	311	8	541	40
4295	null	17	8	261	43
4263	-0.057	147	7	458	44
4231	-0.169	741	9	1149	61
4199	null	15	6	95	45
4167	null	15	7	89.5	48
4135	null	17	6	185	51.5
4103	0.016	327.5	7	750.5	49
4071	-0.086	219	8	492	45
4039	0.072	96	11	495	53
5351	-0.061	159	7	476.5	57.5
5319	null	15	5	131	44
5287	-0.077	29	7	312	45
5255	null	16	6	173	39
5223	null	13	7	116	44
5191	0.092	22	7	357	45
5159	-0.082	407	5	743.5	45
5127	-0.229	1253	7	1721.5	44.5
5095	null	19	7	109	37
5063	-0.056	544	7	1066	52
5031	-0.144	422	8	680	56
4999	null	28	8	307	51
4967	0.043	551	8	1369.5	65
4935	null	35	9	173	67
4903	null	17	8	103	52
4871	0.091	19	9	348	61
4839	null	19	8	57	51
4807	null	24	7	80.5	37
4775	null	19	7	124.5	44
4743	null	16	9	117.5	51
4711	null	15	8	104	58
6023	0.062	162	6	549	43
5991	0.251	824.5	7	3388.5	55
5959	null	189.5	6	895	53
5927	-0.063	17	7	277	45
5895	-1.313	120	9	116	49
5863	null	16	5	136.5	45
5831	null	35	7	330.5	41.5
5799	-0.267	251	7	392	37
5767	-0.275	221	6.5	381	45
5735	-0.211	299.5	7	474	52
5703	-0.12	80	8	373	48
5671	-0.148	992.5	7	1651	61
5639	0.088	17	7	322	36
5607	null	166	8	1806.5	61
5575	null	19	7	123	43
5543	-0.074	155	5	465	55
5511	0.046	420.5	7	1040.5	67.5
5479	0.228	629	8	2456	77
5447	null	47	7	124	45
5415	null	20	7	179	45
5383	null	42	7	364	45
6695	0.386	488	7	2701	66
6663	-0.052	189	7	502	55
6631	0.422	23.5	5	568.5	53
6599	0.156	19	5	381	45
6567	0.128	289.5	9	861	66
6535	0.043	38.5	8	381	43
6503	0.313	337.5	7	1519	69
6471	-0.259	198	6	383	49
6439	-0.054	199	7	506.5	52
6407	null	23	8	193	45
6375	0.021	428.5	8	990	57
6343	-0.014	37	7	372	61
6311	-0.226	430	7	583.5	53
6279	null	19	8	155	60
6247	-0.176	18.5	7	253	49
6215	0.198	511	7	1842	89
6183	0.148	253	7	797	57
6151	0.083	975	8	2769	93
6119	0.116	128	7	562	51
6087	0.146	190	8	664	49
6055	0.129	329	9	957	53
7367	-0.132	1401	8	2413	58
7335	-0.207	275	7	456	50
7303	0.227	53.5	7	540	59
7271	0.133	22	7	379	49
7239	0.014	252	8	617	45
7207	-0.002	732	8	1673.5	58
7175	-0.006	525	8	1154	58
7143	0.114	584	7	1716.5	54.5
7111	0.485	263	7	1730	71
7079	null	23.5	7	157	45
7047	null	23	7	155	39
7015	-0.334	206	7	348	45
6983	-0.023	54	10	387	53
6951	-0.164	360	9	569	54
6919	-0.802	205	7	199	43
6887	-0.177	219	7	439.5	51
6855	0.547	44	8	774	61
6823	-0.028	28.5	8	341	59.5
6791	null	26	8	712	75
6759	null	17	7.5	324	43
6727	null	60	9	636	53
8039	-0.448	1015	8	840.5	53
8007	null	143	7	584	44
7975	0.281	35	7	507	44
7943	0.561	43	6	787	56
7911	-0.047	498.5	8	999	63
7879	0.059	809	8	2148.5	62.5
7847	0.068	1299	9	3572	92
7815	0.603	376	7	3388	69
7783	-0.146	23.5	5	285	51
7751	0.009	69	7	426	49
7719	0.011	22	7	329	50
7687	null	16	7	107.5	42
7655	-0.467	607	9	489.5	61
7623	-0.406	889	9	806	56
7591	-0.158	677	7	1081	69
7559	-0.22	607	8	829	61
7527	-0.148	527	7	861	77
7495	0	724	7	1674	67
7463	-0.329	365	7	444	61
7431	-0.402	540.5	6	507	61
7399	0.027	459.5	8	1077	53
8711	null	653.5	8	1113	65
8679	null	694.5	12	1143	93
8647	null	13	7	123	51
8615	null	24	7	301	41
8583	null	14.5	9	178	61
8551	null	207	7	378.5	61
8519	null	41	9	280	61
8487	null	50	7	294.5	53
8455	null	43.5	8	359	51
8423	-0.07	195	8	490	51
8391	-0.205	567	7	796	56
8359	-0.148	318	7	564.5	73
8327	null	955	9	1615.5	61
8295	null	1628.5	9	2167	66
8263	-0.006	36	10.5	369	65
8231	-0.056	310	9	646	74
8199	-0.027	90	9	453	72
8167	0.01	437	8	996	67
8135	null	573.5	8	2152	77
8103	0.082	1107.5	8	3119	77
8071	-0.475	1455	9	1160	61
9383	null	2076	10	3499	101
9351	null	446	6	1172	58
9319	null	56	6	464.5	45
9287	null	350	6	797	51
9255	null	124.5	5	856	48
9223	null	642	8	1525	95
9191	null	295	8	306	69
