647	0.02	1455	6	1968	50
615	-0.172	106	6	310	34
583	0.117	1157	8	1935.5	45
551	-0.244	357	5	377	35
519	0.251	205	6	645	41
487	0.198	610	6.5	1213	45
455	0.223	3258	7	7008	71
423	null	19	6	349	37
391	null	16	6	221	36.5
359	null	10	5	107	36
327	-0.751	1567.5	6	381	39
295	-0.134	42	6	257	36
263	null	16	5	118	34
231	null	15	5	105.5	37
199	0.129	16	5	274.5	37
167	0.268	14	7	263	40
135	-0.308	696	5	477	36
103	-0.444	97	7	216	36
71	-1.164	197	6	112	35
39	-0.151	220	5.5	389	43
7	0.024	24	5	273	38
1319	-0.014	627.5	7	789	41
1287	-0.058	3466.5	7	3922.5	52
1255	-0.28	3990	9	2727.5	49
1223	0.182	11	6	211	37
1191	null	1112	7	1194	41
1159	-0.377	4254	5	2332.5	42
1127	-0.069	2258	5	2518	51
1095	null	3613	5	4893	56
1063	null	1484	7	1197	42
1031	-0.883	2728	7	477	37
999	-0.12	2153	7	2125	45
967	null	1016.5	10	93	34
935	0.024	18	7	238	34
903	-1.048	275	8	139	39
871	null	73	6	145	51
839	0.044	12618	13	17264.5	151.5
807	0.144	58.5	7	411	45
775	0.285	62	6	495	34
743	0.397	284	4	970.5	41.5
711	null	10	5	342	37
679	1.056	298	6	4159	55
1991	-0.094	13957	7	13869	69
1959	0.106	275	7	577.5	43
1927	null	1231	6	832	37
1895	0.043	2154	7	3095.5	48.5
1863	-0.039	229.5	6	451	42
1831	0.594	395	6	1916	45
1799	0.009	14	4	205	36
1767	null	10	4	279	30.5
1735	0.2	1549.5	6	3172	44
1703	null	41678.5	14	63574	147.5
1671	-0.243	4754	9	3517	53
1639	-0.698	1954	6	516.5	37
1607	-0.498	6032	8	2493	49
1575	-0.368	946	7	539	39
1543	0.112	2156.5	8	3633	61
1511	null	10	6	101	37
1479	0.058	794.5	6	1149.5	45
1447	0.293	831	6	2067	44
1415	-0.21	61	7	261.5	41
1383	0.012	1040.5	5	1357	37
1351	null	93	5	690	43
2663	null	11	7	69	34
2631	null	15	8	137	37
2599	-0.135	20	6	211	38.5
2567	0.192	25	5.5	333	31
2535	-0.064	698	6	779	41
2503	null	29.5	6	492	42.5
2471	0.019	200	6	469	39
2439	-0.096	213	5	408.5	37
2407	0.174	16	6	282.5	35
2375	0.103	315	8	612	44
2343	0.448	23	6	459	36
2311	0.109	22	7	285	35
2279	0.129	618	6	1058	45
2247	null	10.5	7	133	34
2215	0.398	386.5	7	1227	44.5
2183	-0.471	115	6	219.5	37
2151	null	15.5	6	130.5	35
2119	null	18	6	311	37
2087	null	14	5	117	37
2055	0.092	525	6	843	40
2023	-0.162	838	6	747	42.5
3335	null	33	6	125	34
3303	-0.004	462	7	637	41.5
3271	0.052	36	8	308	37
3239	0.142	813	7	1419.5	42
3207	-0.056	765.5	6	861	40
3175	-0.067	569.5	6	652	37
3143	0.394	902.5	6	2848	45
3111	null	15.5	6	259	29
