Abf1	YKL112w
Abf1	YAL054c
Abf1	YGL234w
Abf1	YOL086c
Abf1	YMR169c
Abf1	YGL156w
Abf1	YHL047c
Abf1	YDR035w
Abf1	YNL059c
Abf1	YDR046c
Abf1	YJR078w
Abf1	YBL098w
Abf1	YPL111w
Abf1	YLR438w
Abf1	YLR307w
Abf1	YCR002c
Abf1	YIL003w
Abf1	YHR051w
Abf1	YOR204w
Abf1	YOR236w
Abf1	YDR403w
Abf1	YLL018c
Abf1	YPR017c
Abf1	YMR062c
Abf1	YER044c
Abf1	YKL182w
Abf1	YDR130c
Abf1	YNL153c
Abf1	YGL121c
Abf1	YKL026c
Abf1	YOR357c
Abf1	YBR121c
Abf1	YIL155c
Abf1	YKR084c
Abf1	YLR192c
Abf1	YCL030c
Abf1	YBR248c
Abf1	YGL077c
Abf1	YIL072w
Abf1	YFL014w
Abf1	YBR072w
Abf1	YAR073w
Abf1	YHR216w
Abf1	YBR011c
Abf1	YDR461w
Abf1	YGR249w
Abf1	YOR232w
Abf1	YDR456w
Abf1	YLR351c
Abf1	YLR195c
Abf1	YFR023w
Abf1	YBL018c
Abf1	YER023w
Abf1	YOR348c
Abf1	YJL166w
Abf1	YHR074w
Abf1	YLL034c
Abf1	YLL046c
Abf1	YFR031c-a
Abf1	YIL018w
Abf1	YOR063w
Abf1	YPL131w
Abf1	YDL140c
Abf1	YPR187w
Abf1	YDL081c
Abf1	YOR167c
Abf1	YLR264w
Abf1	YGR215w
Abf1	YFL045c
Abf1	YLR292c
Abf1	YPR054w
Abf1	YGR059w
Abf1	YDR523c
Abf1	YER148w
Abf1	YER103w
Abf1	YDR172w
Abf1	YBR143c
Abf1	YNL081c
Abf1	YGR192c
Abf1	YDR311w
Abf1	YKL211c
Abf1	YFL037w
Abf1	YDL062w
Abf1	YDL063c
Abf1	YDR455c
Abf1	YDR476c
Abf1	YER041w
Abf1	YER187w
Abf1	YER188w
Abf1	YFR018c
Abf1	YFR026c
Abf1	YFR044c
Abf1	YGR043c
Abf1	YNL044w
Abf1	YIR042c
Abf1	YJL055w
Abf1	YJR162c
Abf1	YKL069w
Abf1	YKL111c
Abf1	YKL207w
Abf1	YLL053c
Abf1	YLR040c
Abf1	YLR041w
Abf1	YNL043c
Abf1	YOL014w
Abf1	YOL026c
Abf1	YOR289w
Abf1	YPR077c
Abf1	YPR148c
Abf1	YPR157w
Abf1	YPR172w
Abf1	YFL038c
Abf1	YGR204w
Abf1	YBR211c
Abf1	YBR286w
Abf1	YMR033w
Abf1	YDR361c
Abf1	YPR176c
Abf1	YGR282c
Abf1	YOL077c
Abf1	YBR290w
Abf1	YDR423c
Abf1	YJL008c
Abf1	YAL041w
Abf1	YBR029c
Abf1	YLR117c
Abf1	YKL190w
Abf1	YIL036w
Abf1	YMR078c
Abf1	YIR023w
Abf1	YNR038w
Abf1	YNL118c
Abf1	YKL078w
Abf1	YHR044c
Abf1	YNL258c
Abf1	YKL172w
Abf1	YJL201w
Abf1	YGL222c
Abf1	YML012w
Abf1	YAL042w
Abf1	YBR101c
Abf1	YJR093c
Abf1	YKL195w
Abf1	YOR205c
Abf1	YCL011c
Abf1	YDR283c
Abf1	YDL171c
Abf1	YKR030w
Abf1	YLR293c
Abf1	YMR217w
Abf1	YDR295c
Abf1	YGL194c
Abf1	YOL068c
Abf1	YGR268c
Abf1	YLR174w
Abf1	YGL192w
Abf1	YJL153c
Abf1	YLR095c
Abf1	YPL242c
Abf1	YLR096w
Abf1	YJL174w
Abf1	YKL143w
Abf1	YNL307c
Abf1	YPR046w
Abf1	YOL076w
Abf1	YDR296w
Abf1	YNL085w
Abf1	YNL117w
Abf1	YDR245w
Abf1	YJL183w
Abf1	YNL306w
Abf1	YBR146w
Abf1	YOL116w
Abf1	YGR232w
Abf1	YBR212w
Abf1	YHR077c
Abf1	YOR206w
Abf1	YNR053c
Abf1	YDL148c
Abf1	YKR082w
Abf1	YBL079w
Abf1	YGR119c
Abf1	YDL116w
Abf1	YBR129c
Abf1	YBL080c
Abf1	YDR329c
Abf1	YGR231c
Abf1	YMR129w
Abf1	YIL037c
Abf1	YPR178w
Abf1	YHR165c
Abf1	YAL043c
Abf1	YPR186c
Abf1	YGR183c
Abf1	YDL189w
Abf1	YNL312w
Abf1	YMR235c
Abf1	YMR061w
Abf1	YOR224c
Abf1	YKL144c
Abf1	YKR081c
Abf1	YBR031w
Abf1	YDL147w
Abf1	YOR261c
Abf1	YDR280w
Abf1	YCL031c
Abf1	YNR037c
Abf1	YBL091c-a
Abf1	YMR079w
Abf1	YMR216c
Abf1	YBL007c
Abf1	YLL011w
Abf1	YPL130w
Abf1	YDR464w
Abf1	YHR064c
Abf1	YOR027w
Abf1	YLR375w
Abf1	YJL176c
Abf1	YGR129w
Abf1	YMR236w
Abf1	YGR186w
Abf1	YMR260c
Abf1	YMR060c
Abf1	YNL121c
Abf1	YIL138c
Abf1	YKR056w
Abf1	YGR185c
Abf1	YDL122w
Abf1	YFR010w
Abf1	YDR330w
Abf1	YDL190c
Abf1	YDL170w
Abf1	YLR222c
Abf1	YGR128c
Abf1	YLR373c
Abf1	YLR396c
Abf1	YAL005c
Abf1	YAL023c
Abf1	YAL038w
Abf1	YAL053w
Abf1	YBL038w
Abf1	YBL039c
Abf1	YBL046w
Abf1	YBL049w
Abf1	YBR021w
Abf1	YBR030w
Abf1	YBR054w
Abf1	YBR058c
Abf1	YBR058c-a
Abf1	YBR077c
Abf1	YBR078w
Abf1	YBR080c
Abf1	YBR109c
Abf1	YBR110w
Abf1	YBR169c
Abf1	YBR283c
